"query"	"ko"	"orginal_s288c"
"6766-YNR047W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"6767-YNR048W"	""	NA
"6768-YNR049C"	"K19992"	"YNR049C"
"6769-YNR050C"	"K00293"	"YNR050C"
"6770-YNR051C"	"K19718"	"YNR051C"
"6771-YNR052C"	"K12581"	"YNR052C"
"6772-YNR053C"	"K14537"	"YNR053C"
"6773-YNR054C"	"K14785"	"YNR054C"
"6774-YNR055C"	""	NA
"6775-YNR056C"	"K19565"	"YNR056C"
"6776-YNR057C"	"K01935"	"YNR057C"
"6777-YNR058W"	"K00833"	"YNR058W"
"6778-YNR059W"	""	NA
"6779-YNR060W"	""	NA
"6780-YNR061C"	""	NA
"6781-YNR062C"	""	NA
"6782-YNR063W"	""	NA
"6783-YNR064C"	""	NA
"6784-YNR065C"	""	NA
"6785-YNR066C"	""	NA
"6786-YNR067C_NumOfGenes_2"	"K01180"	"YNR067C;YLR144C"
"6787-YNR068C_NumOfGenes_2"	""	NA
"6788-YNR069C_NumOfGenes_2"	""	NA
"6789-YNR070W_NumOfGenes_2"	""	NA
"6790-YNR071C"	""	NA
"6791-YNR072W_NumOfGenes_4"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"6792-YNR073C_NumOfGenes_3"	"K00045"	"YEL070W;YNR073C"
"6793-YNR074C"	""	NA
"6794-YNR075C-A_NumOfGenes_4"	""	NA
"6795-YNR075W"	""	NA
"6796-YNR077C_NumOfGenes_2"	""	NA
"6797-YOL001W"	"K06654"	"YOL001W"
"6798-YOL002C"	"K07297"	"YOL002C;YDR492W;YOL101C;YLR023C"
"6799-YOL003C"	"K18932"	"YOL003C;YDR459C"
"6800-YOL004W"	"K11644"	"YOL004W"
"6801-YOL005C"	"K03008"	"YOL005C"
"6802-YOL006C"	"K03163"	"YOL006C"
"6803-YOL007C"	""	NA
"6804-YOL008W"	"K18588"	"YOL008W"
"6805-YOL009C"	"K17765"	"YOL009C"
"6806-YOL010W"	"K11108"	"YOL010W"
"6807-YOL011W"	"K13333"	"YMR006C;YOL011W;YMR008C"
"6808-YOL012C"	"K11251"	"YDR225W;YBL003C;YOL012C"
"6809-YOL013C"	"K10601"	"YOL013C"
"6810-YOL013W-A"	""	NA
"6811-YOL013W-B"	""	NA
"6812-YOL014W"	""	NA
"6813-YOL015W"	""	NA
"6814-YOL016C"	"K08794"	"YOL016C;YFR014C"
"6815-YOL017W"	""	NA
"6816-YOL018C"	"K08489"	"YOL018C"
"6817-YOL019W"	""	NA
"6818-YOL019W-A"	""	NA
"6819-YOL020W"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"6820-YOL021C"	"K12585"	"YOL021C"
"6821-YOL022C"	"K14801"	"YOL022C"
"6822-YOL023W"	"K02519"	"YOL023W"
"6823-YOL024W"	""	NA
"6824-YOL025W"	""	NA
"6825-YOL026C"	""	NA
"6826-YOL027C"	"K17800"	"YOL027C"
"6827-YOL028C"	"K09043"	"YML007W;YDR423C;YPR199C;YIR018W;YHL009C;YOL028C;YOR028C;YDR259C"
"6828-YOL029C"	""	NA
"6829-YOL030W"	""	NA
"6830-YOL031C"	"K14001"	"YOL031C"
"6831-YOL032W"	""	NA
"6832-YOL033W"	"K01885"	"YOL033W;YGL245W"
"6833-YOL034W"	""	NA
"6834-YOL036W_NumOfGenes_3"	""	NA
"6835-YOL038C-A"	""	NA
"6836-YOL038W"	"K02731"	"YOL038W"
"6837-YOL039W"	"K02943"	"YOL039W;YDR382W"
"6838-YOL040C"	"K02958"	"YOL040C"
"6839-YOL041C"	"K14837"	"YOL041C"
"6840-YOL042W"	""	NA
"6841-YOL043C"	"K10773"	"YAL015C;YOL043C"
"6842-YOL044W"	"K22260"	NA
"6843-YOL045W_NumOfGenes_2"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"6844-YOL047C"	""	NA
"6845-YOL048C"	""	NA
"6846-YOL049W"	"K21456"	"YOL049W"
"6847-YOL051W_NumOfGenes_2"	"K15158"	"YOL051W"
"6848-YOL052C"	"K01611"	"YOL052C"
"6849-YOL052C-A"	""	NA
"6850-YOL053W"	""	NA
"6851-YOL054W"	""	NA
"6852-YOL055C"	"K00877"	"YOL055C;YPL258C"
"6853-YOL056W"	"K01834"	"YDL021W;YKL152C;YOL056W"
"6854-YOL057W"	"K01277"	"YOL057W"
"6855-YOL058W"	"K01940"	"YOL058W"
"6856-YOL059W"	"K00006"	"YOL059W;YDL022W"
"6857-YOL060C"	"K16302"	"YOL060C"
"6858-YOL061W"	"K00948"	"YOL061W;YHL011C;YER099C;YBL068W;YKL181W"
"6859-YOL062C"	"K11826"	"YOL062C"
"6860-YOL063C"	""	NA
"6861-YOL064C"	"K01082"	"YOL064C"
"6862-YOL065C"	"K01106"	"YOL065C"
"6863-YOL066C"	"K14655"	"YOL066C"
"6864-YOL067C"	""	NA
"6865-YOL068C"	"K11121"	"YDL042C;YOL068C;YPL015C;YDR191W;YOR025W"
"6866-YOL069W"	"K11548"	"YOL069W"
"6867-YOL070C"	""	NA
"6868-YOL071W"	"K18168"	"YOL071W"
"6869-YOL072W"	""	NA
"6870-YOL073C"	""	NA
"6871-YOL075C"	""	NA
"6872-YOL076W"	"K17973"	"YOL076W"
"6873-YOL077C"	"K14820"	"YOL077C"
"6874-YOL077W-A"	"K02143"	"YOL077W-A"
"6875-YOL078W"	""	NA
"6876-YOL080C_NumOfGenes_2"	"K18327"	"YOL080C"
"6877-YOL081W"	""	NA
"6878-YOL082W_NumOfGenes_2"	"K21997"	"YOL082W;YOL083W"
"6879-YOL083W_NumOfGenes_2"	"K21997"	"YOL082W;YOL083W"
"6880-YOL084W"	"K21989"	"YOL084W;YLL005C;YLR241W;YMR266W"
"6881-YOL085C"	""	NA
"6882-YOL085W-A"	""	NA
"6883-YOL086C"	"K13953"	"YOL086C;YMR303C;YBR145W;YMR083W"
"6884-YOL086W-A"	""	NA
"6885-YOL087C"	""	NA
"6886-YOL088C"	""	NA
"6887-YOL089C"	""	NA
"6888-YOL090W"	"K08735"	"YOL090W"
"6889-YOL091W"	""	NA
"6890-YOL092W"	""	NA
"6891-YOL093W"	"K15445"	"YOL093W"
"6892-YOL094C"	"K10755"	"YJR068W;YOL094C"
"6893-YOL095C"	"K19781"	"YOL095C"
"6894-YOL096C"	"K00591"	"YOL096C"
"6895-YOL097C"	"K01867"	"YDR268W;YOL097C"
"6896-YOL097W-A"	""	NA
"6897-YOL098C"	""	NA
"6898-YOL100W_NumOfGenes_2"	"K06276"	"YDR466W;YDR490C;YOL100W"
"6899-YOL101C"	"K07297"	"YOL002C;YDR492W;YOL101C;YLR023C"
"6900-YOL102C"	"K10669"	"YOL102C"
"6901-YOL103W"	"K08150"	"YDR497C;YOL103W"
"6902-YOL104C"	""	NA
"6903-YOL105C"	"K11244"	"YNL283C;YOR008C;YOL105C"
"6904-YOL106W"	""	NA
"6905-YOL107W"	""	NA
"6906-YOL108C"	"K09102"	"YDR123C;YOL108C"
"6907-YOL109W"	""	NA
"6908-YOL110W"	""	NA
"6909-YOL111C"	""	NA
"6910-YOL112W"	"K19953"	"YNL293W;YOL112W"
"6911-YOL113W"	"K19833"	"YOL113W;YNL298W"
"6912-YOL114C"	"K15033"	"YOL114C"
"6913-YOL115W"	"K03514"	"YOL115W"
"6914-YOL116W"	""	NA
"6915-YOL117W"	""	NA
"6916-YOL118C"	""	NA
"6917-YOL119C"	""	NA
"6918-YOL120C"	"K02883"	"YNL301C;YOL120C"
"6919-YOL121C"	"K02966"	"YNL302C;YOL121C"
"6920-YOL122C"	"K12346"	"YHR050W;YLR034C;YOL122C"
"6921-YOL123W"	"K14411"	"YOL123W"
"6922-YOL124C"	"K15430"	"YOL124C"
"6923-YOL125W"	"K15446"	"YOL125W"
"6924-YOL126C"	"K00026"	"YKL085W;YOL126C;YDL078C"
"6925-YOL127W"	"K02893"	"YOL127W"
"6926-YOL128C"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"6927-YOL129W"	""	NA
"6928-YOL130W"	"K16073"	"YOL130W;YKL064W;YFL050C"
"6929-YOL131W"	""	NA
"6930-YOL132W_NumOfGenes_2"	""	NA
"6931-YOL133W_NumOfGenes_2"	"K03868"	"YOL133W"
"6932-YOL134C"	""	NA
"6933-YOL135C_NumOfGenes_2"	"K15148"	"YOL135C"
"6934-YOL136C"	"K00900"	"YOL136C;YIL107C"
"6935-YOL137W"	""	NA
"6936-YOL138C"	"K20408"	"YOL138C"
"6937-YOL139C_NumOfGenes_2"	"K03259"	"YOL139C"
"6938-YOL140W"	"K00818"	"YOL140W"
"6939-YOL141W"	"K15451"	"YOL141W"
"6940-YOL142W"	"K03681"	"YOL142W"
"6941-YOL143C"	"K00794"	"YOL143C"
"6942-YOL144W"	"K14836"	"YOL144W"
"6943-YOL145C"	"K15176"	"YOL145C"
"6944-YOL146W"	"K10734"	"YOL146W"
"6945-YOL147C"	""	NA
"6946-YOL148C"	"K11361"	"YOL148C"
"6947-YOL149W"	"K12612"	"YOL149W"
"6948-YOL151W_NumOfGenes_2"	"K17741"	"YOL151W"
"6949-YOL152W"	""	NA
"6950-YOL153C"	"K01293"	"YJL172W"
"6951-YOL154W"	""	NA
"6952-YOL155C_NumOfGenes_3"	""	NA
"6953-YOL155W-A"	""	NA
"6954-YOL156W_NumOfGenes_4"	"K08139"	"YDL245C;YDR342C;YDR343C;YDR345C;YEL069C;YFL011W;YHR092C;YHR094C;YHR096C;YJL214W;YJL219W;YJR158W;YLR081W;YMR011W;YNR072W;YOL156W;YDL138W;YDL194W"
"6955-YOL158C"	"K08197"	"YOL158C;YEL065W;YHL040C;YHL047C"
"6956-YOL159C_NumOfGenes_2"	""	NA
"6957-YOL159C-A"	""	NA
"6958-YOL160W"	""	NA
"6959-YOL162W"	""	NA
"6960-YOL163W"	""	NA
"6961-YOL164W"	""	NA
"6962-YOL164W-A"	""	NA
"6963-YOL166C"	""	NA
"6964-YOL166W-A"	""	NA
"6965-YOR001W"	"K12591"	"YOR001W"
"6966-YOR002W"	"K03848"	"YOR002W"
"6967-YOR003W"	"K01336"	"YEL060C;YOR003W"
"6968-YOR004W"	"K14773"	"YOR004W"
"6969-YOR005C"	"K10777"	"YOR005C"
"6970-YOR006C"	"K09140"	"YOR006C"
"6971-YOR007C"	"K16365"	"YOR007C"
"6972-YOR008C"	"K11244"	"YNL283C;YOR008C;YOL105C"
"6973-YOR008C-A"	""	NA
"6974-YOR008W-B"	""	NA
"6975-YOR009W_NumOfGenes_2"	""	NA
"6976-YOR010C"	""	NA
"6977-YOR011W"	""	NA
"6978-YOR011W-A"	""	NA
"6979-YOR012W"	""	NA
"6980-YOR013W"	""	NA
"6981-YOR014W"	"K11584"	"YOR014W"
"6982-YOR015W"	""	NA
"6983-YOR016C"	"K14825"	"YAL007C;YOR016C"
"6984-YOR017W"	""	NA
"6985-YOR018W"	"K20062"	"YFR022W;YGR068C;YOR018W"
"6986-YOR019W"	""	NA
"6987-YOR020C"	"K04078"	"YOR020C"
"6988-YOR020W-A"	""	NA
"6989-YOR021C"	""	NA
"6990-YOR022C"	""	NA
"6991-YOR023C"	"K11370"	"YOR023C"
"6992-YOR024W"	""	NA
"6993-YOR025W"	"K11121"	"YDL042C;YOL068C;YPL015C;YDR191W;YOR025W"
"6994-YOR026W"	"K02180"	"YOR026W"
"6995-YOR027W"	"K09553"	"YOR027W"
"6996-YOR028C"	"K09043"	"YML007W;YDR423C;YPR199C;YIR018W;YHL009C;YOL028C;YOR028C;YDR259C"
"6997-YOR029W"	""	NA
"6998-YOR030W"	""	NA
"6999-YOR031W"	""	NA
"7000-YOR032C"	""	NA
"7001-YOR032W-A"	""	NA
"7002-YOR033C"	"K10746"	"YOR033C"
"7003-YOR034C"	"K20032"	"YDR264C;YOR034C"
"7004-YOR034C-A"	""	NA
"7005-YOR035C"	"K21991"	"YOR035C"
"7006-YOR036W"	""	NA
"7007-YOR037W"	""	NA
"7008-YOR038C"	"K11293"	"YBL008W;YOR038C"
"7009-YOR039W"	"K03115"	"YGL019W;YOR039W"
"7010-YOR040W"	"K01069"	"YOR040W;YDR272W"
"7011-YOR042W_NumOfGenes_2"	""	NA
"7012-YOR043W"	""	NA
"7013-YOR044W"	""	NA
"7014-YOR045W"	"K17772"	"YOR045W"
"7015-YOR046C"	"K18655"	"YOR046C"
"7016-YOR047C"	""	NA
"7017-YOR048C"	"K12619"	"YOR048C"
"7018-YOR049C"	""	NA
"7019-YOR050C"	""	NA
"7020-YOR051C"	""	NA
"7021-YOR052C"	"K07059"	"YNL155W;YOR052C"
"7022-YOR054C_NumOfGenes_3"	""	NA
"7023-YOR056C"	"K11883"	"YOR056C"
"7024-YOR057W"	"K12795"	"YOR057W"
"7025-YOR058C"	"K16732"	"YOR058C"
"7026-YOR059C"	""	NA
"7027-YOR060C"	""	NA
"7028-YOR061W"	"K03097"	"YIL035C;YOR061W"
"7029-YOR062C"	""	NA
"7030-YOR063W"	"K02925"	"YOR063W"
"7031-YOR064C"	"K11379"	"YOR064C"
"7032-YOR065W"	"K00413"	"YOR065W"
"7033-YOR066W"	"K21628"	"YOR066W"
"7034-YOR067C"	"K03849"	"YOR067C"
"7035-YOR068C_NumOfGenes_2"	""	NA
"7036-YOR070C"	"K20360"	"YOR070C"
"7037-YOR071C"	""	NA
"7038-YOR072W"	""	NA
"7039-YOR072W-A"	""	NA
"7040-YOR072W-B"	""	NA
"7041-YOR073W"	"K11582"	"YOR073W"
"7042-YOR074C_NumOfGenes_2"	"K00560"	"YOR074C"
"7043-YOR075W"	"K08492"	"YOR075W"
"7044-YOR076C"	"K12595"	"YOR076C"
"7045-YOR077W"	"K13102"	"YOR077W"
"7046-YOR078W"	"K14770"	"YOR078W"
"7047-YOR079C"	"K14715"	"YOR079C"
"7048-YOR080W"	"K15068"	"YOR080W"
"7049-YOR081C"	""	NA
"7050-YOR082C"	""	NA
"7051-YOR083W"	"K12413"	"YOR083W"
"7052-YOR084W"	""	NA
"7053-YOR085W"	"K12669"	"YML019W;YOR085W"
"7054-YOR086C"	""	NA
"7055-YOR087W"	""	NA
"7056-YOR089C"	"K07889"	"YKR014C;YOR089C"
"7057-YOR090C"	"K01102"	"YOR090C"
"7058-YOR091W"	""	NA
"7059-YOR092W"	"K07088"	"YBR287W;YLR152C;YNL095C;YOR092W"
"7060-YOR093C"	""	NA
"7061-YOR094W"	"K07941"	"YOR094W"
"7062-YOR095C"	"K01807"	"YOR095C"
"7063-YOR096W_NumOfGenes_2"	""	NA
"7064-YOR097C"	""	NA
"7065-YOR098C"	"K18721"	"YOR098C"
"7066-YOR099W"	"K10967"	"YBR205W;YOR099W;YDR483W"
"7067-YOR100C"	"K15109"	"YOR100C;YBR104W;YPR058W"
"7068-YOR101W_NumOfGenes_2"	"K07827"	"YNL098C;YOR101W"
"7069-YOR103C_NumOfGenes_2"	"K12668"	"YOR103C"
"7070-YOR105W_NumOfGenes_2"	""	NA
"7071-YOR106W"	"K21155"	"YOR106W"
"7072-YOR107W"	""	NA
"7073-YOR108W_NumOfGenes_2"	"K01649"	"YNL104C;YOR108W"
"7074-YOR109W"	"K20279"	"YIL002C;YNL106C;YOR109W"
"7075-YOR110W"	"K15206"	"YOR110W;YNL108C"
"7076-YOR111W"	"K06287"	"YOR111W"
"7077-YOR112W"	"K08876"	"YOR112W"
"7078-YOR113W"	""	NA
"7079-YOR114W"	""	NA
"7080-YOR115C"	"K20304"	"YOR115C"
"7081-YOR116C"	"K03018"	"YOR116C"
"7082-YOR117W"	"K03065"	"YOR117W"
"7083-YOR118W"	""	NA
"7084-YOR119C"	"K07178"	"YOR119C"
"7085-YOR120W_NumOfGenes_2"	"K18097"	"YOR120W"
"7086-YOR122C"	""	NA
"7087-YOR123C"	"K15177"	"YOR123C"
"7088-YOR124C"	"K11849"	"YOR124C"
"7089-YOR125C"	"K06134"	"YOR125C"
"7090-YOR126C"	""	NA
"7091-YOR127W"	"K19839"	"YOR127W;YDR379W"
"7092-YOR128C"	"K11808"	"YOR128C"
"7093-YOR129C"	""	NA
"7094-YOR130C"	"K15114"	"YOR130C"
"7095-YOR131C"	""	NA
"7096-YOR132W"	""	NA
"7097-YOR134W"	""	NA
"7098-YOR135C"	""	NA
"7099-YOR136W"	"K00030"	"YOR136W;YNL037C"
"7100-YOR137C"	""	NA
"7101-YOR138C"	""	NA
"7102-YOR140W_NumOfGenes_2"	""	NA
"7103-YOR141C"	"K11673"	"YOR141C"
"7104-YOR142W"	"K01899"	"YOR142W"
"7105-YOR143C"	"K00949"	"YOR143C"
"7106-YOR144C"	"K11134"	"YOR144C"
"7107-YOR145C_NumOfGenes_2"	"K11884"	"YOR145C"
"7108-YOR147W"	"K17980"	"YOR147W"
"7109-YOR148C"	""	NA
"7110-YOR149C"	"K08098"	"YOR149C"
"7111-YOR150W"	"K02871"	"YOR150W"
"7112-YOR151C"	"K03010"	"YOR151C"
"7113-YOR152C"	""	NA
"7114-YOR153W"	"K08711"	"YOR153W"
"7115-YOR154W"	""	NA
"7116-YOR155C"	"K18550"	"YOR155C"
"7117-YOR156C"	""	NA
"7118-YOR157C"	"K02739"	"YOR157C"
"7119-YOR158W"	""	NA
"7120-YOR159C"	"K11097"	"YOR159C"
"7121-YOR160W"	"K15436"	"YOR160W"
"7122-YOR161C_NumOfGenes_3"	""	NA
"7123-YOR161C-C"	""	NA
"7124-YOR162C"	""	NA
"7125-YOR163W"	"K07766"	"YOR163W"
"7126-YOR164C"	""	NA
"7127-YOR165W"	"K22698"	NA
"7128-YOR166C"	""	NA
"7129-YOR167C"	"K02979"	"YOR167C;YLR264W"
"7130-YOR168W_NumOfGenes_2"	"K01886"	"YOR168W"
"7131-YOR170W"	""	NA
"7132-YOR171C"	"K04718"	"YOR171C;YLR260W"
"7133-YOR172W"	""	NA
"7134-YOR173W"	""	NA
"7135-YOR174W"	"K15146"	"YOR174W"
"7136-YOR175C"	"K13519"	"YOR175C"
"7137-YOR176W"	"K01772"	"YOR176W"
"7138-YOR177C"	""	NA
"7139-YOR178C"	""	NA
"7140-YOR179C"	"K14403"	"YLR277C;YOR179C"
"7141-YOR180C"	"K22587"	NA
"7142-YOR181W"	"K05747"	"YOR181W"
"7143-YOR182C"	"K02983"	"YOR182C;YLR287C-A"
"7144-YOR183W"	""	NA
"7145-YOR184W"	"K00831"	"YOR184W"
"7146-YOR185C"	"K07936"	"YLR293C;YOR185C"
"7147-YOR186W_NumOfGenes_2"	""	NA
"7148-YOR187W"	"K02358"	"YOR187W"
"7149-YOR188W"	""	NA
"7150-YOR189W"	"K11678"	"YOR189W"
"7151-YOR190W"	"K01210"	"YOR190W;YLR300W;YGR282C;YDR261C"
"7152-YOR191W"	""	NA
"7153-YOR192C"	""	NA
"7154-YOR193W"	""	NA
"7155-YOR194C"	"K03122"	"YOR194C"
"7156-YOR195W"	"K12575"	"YOR195W"
"7157-YOR196C"	"K03644"	"YOR196C"
"7158-YOR197W"	"K22684"	NA
"7159-YOR198C"	""	NA
"7160-YOR199W"	""	NA
"7161-YOR201C_NumOfGenes_2"	"K15507"	"YOR201C"
"7162-YOR202W"	"K01693"	"YOR202W"
"7163-YOR203W"	""	NA
"7164-YOR204W"	"K11594"	"YPL119C;YOR204W"
"7165-YOR205C"	"K19829"	"YOR205C"
"7166-YOR206W"	"K14833"	"YOR206W"
"7167-YOR207C"	"K03021"	"YOR207C"
"7168-YOR208W"	"K19806"	"YER075C;YOR208W"
"7169-YOR209C"	"K00763"	"YOR209C"
"7170-YOR210W"	"K03007"	"YOR210W"
"7171-YOR211C"	"K22140"	"YOR211C"
"7172-YOR212W"	"K04536"	"YOR212W"
"7173-YOR213C"	"K11403"	"YOR213C"
"7174-YOR214C"	""	NA
"7175-YOR215C"	"K09117"	"YOR215C"
"7176-YOR216C"	""	NA
"7177-YOR217W_NumOfGenes_2"	"K10754"	"YOR217W"
"7178-YOR219C"	"K08787"	"YOR219C"
"7179-YOR220W"	""	NA
"7180-YOR221C"	"K00645"	"YOR221C"
"7181-YOR222W"	"K15110"	"YOR222W;YPL134C"
"7182-YOR223W"	""	NA
"7183-YOR224C"	"K03016"	"YOR224C"
"7184-YOR225W"	""	NA
"7185-YOR226C"	"K22068"	"YPL135W;YOR226C"
"7186-YOR227W"	""	NA
"7187-YOR228C"	""	NA
"7188-YOR229W"	""	NA
"7189-YOR230W"	""	NA
"7190-YOR231W_NumOfGenes_2"	"K08294"	"YOR231W;YPL140C"
"7191-YOR232W"	"K03687"	"YOR232W"
"7192-YOR233W"	"K08286"	"YLR248W;YGR052W;YJL057C;YKL116C;YKL171W;YMR291W;YNR047W;YOL045W;YOL128C;YOR233W;YCR008W;YHR102W;YJL165C;YJR059W;YKL168C;YKL198C;YBR059C;YCR091W;YGL158W;YHR082C;YNL161W;YAL017W"
"7193-YOR234C"	""	NA
"7194-YOR235W"	""	NA
"7195-YOR236W"	"K00287"	"YOR236W"
"7196-YOR237W"	"K20465"	"YPL145C;YOR237W"
"7197-YOR238W"	""	NA
"7198-YOR239W"	"K17053"	"YOR239W"
"7199-YOR241W"	"K01930"	"YOR241W"
"7200-YOR242C"	""	NA
"7201-YOR243C"	"K06176"	"YOR243C"
"7202-YOR244W"	"K11304"	"YOR244W"
"7203-YOR245C"	"K14457"	"YOR245C"
"7204-YOR246C"	""	NA
"7205-YOR247W_NumOfGenes_2"	""	NA
"7206-YOR249C"	"K03352"	"YOR249C"
"7207-YOR250C"	"K14399"	"YOR250C"
"7208-YOR251C"	"K01011"	"YOR251C"
"7209-YOR252W"	"K14860"	"YOR252W"
"7210-YOR253W"	"K20793"	"YOR253W"
"7211-YOR254C"	"K09540"	"YOR254C"
"7212-YOR255W"	""	NA
"7213-YOR256C"	""	NA
"7214-YOR257W"	"K16466"	"YOR257W"
"7215-YOR258W"	"K10863"	"YOR258W"
"7216-YOR259C"	"K03064"	"YOR259C"
"7217-YOR260W"	"K03241"	"YOR260W"
"7218-YOR261C"	"K03038"	"YOR261C"
"7219-YOR262W"	"K06883"	"YHR022C;YJR072C;YLR243W;YOR262W"
"7220-YOR263C"	""	NA
"7221-YOR264W"	""	NA
"7222-YOR265W"	"K17292"	"YOR265W"
"7223-YOR266W"	"K17799"	"YOR266W"
"7224-YOR267C"	""	NA
"7225-YOR268C"	""	NA
"7226-YOR269W"	"K16794"	"YOR269W"
"7227-YOR270C"	"K02154"	"YMR054W;YOR270C"
"7228-YOR271C"	""	NA
"7229-YOR272W"	"K14863"	"YOR272W"
"7230-YOR273C"	""	NA
"7231-YOR274W"	"K00791"	"YOR274W"
"7232-YOR275C"	"K12200"	"YOR275C"
"7233-YOR276W_NumOfGenes_2"	"K03261"	"YOR276W"
"7234-YOR278W"	"K01719"	"YOR278W"
"7235-YOR279C"	""	NA
"7236-YOR280C"	""	NA
"7237-YOR281C"	""	NA
"7238-YOR282W"	""	NA
"7239-YOR283W"	""	NA
"7240-YOR284W"	""	NA
"7241-YOR285W"	""	NA
"7242-YOR286W"	""	NA
"7243-YOR287C"	"K14795"	"YOR287C"
"7244-YOR288C"	"K09584"	"YOR288C"
"7245-YOR289W"	""	NA
"7246-YOR290C"	"K11786"	"YIL126W;YOR290C"
"7247-YOR291W"	"K14951"	"YOR291W"
"7248-YOR292C"	""	NA
"7249-YOR293C-A"	""	NA
"7250-YOR293W"	""	NA
"7251-YOR294W"	"K14852"	"YOR294W"
"7252-YOR295W"	"K15223"	"YMR233W;YOR295W"
"7253-YOR296W"	""	NA
"7254-YOR297C"	"K17791"	"YOR297C"
"7255-YOR298C-A"	"K03627"	"YOR298C-A"
"7256-YOR298W"	""	NA
"7257-YOR299W"	"K19881"	"YMR237W;YOR299W"
"7258-YOR300W"	""	NA
"7259-YOR301W"	""	NA
"7260-YOR302W"	""	NA
"7261-YOR303W"	"K01956"	"YOR303W"
"7262-YOR304C-A"	""	NA
"7263-YOR304W"	"K11654"	"YBR245C;YOR304W"
"7264-YOR305W"	""	NA
"7265-YOR306C"	""	NA
"7266-YOR307C"	"K15283"	"YOR307C;YJL193W"
"7267-YOR308C"	"K11984"	"YOR308C"
"7268-YOR309C"	""	NA
"7269-YOR310C"	"K14565"	"YOR310C"
"7270-YOR311C"	"K16368"	"YOR311C"
"7271-YOR312C"	"K02882"	"YOR312C;YMR242C"
"7272-YOR313C"	"K12772"	"YOR313C"
"7273-YOR314W"	""	NA
"7274-YOR314W-A"	""	NA
"7275-YOR315W"	""	NA
"7276-YOR316C"	"K14688"	"YMR243C;YOR316C"
"7277-YOR316C-A"	""	NA
"7278-YOR317W"	"K01897"	"YOR317W;YMR246W;YER015W;YIL009W"
"7279-YOR318C"	""	NA
"7280-YOR319W"	"K12831"	"YOR319W"
"7281-YOR320C"	""	NA
"7282-YOR321W"	"K00728"	"YOR321W;YDL095W;YDR307W;YAL023C;YJR143C;YGR199W;YDL093W"
"7283-YOR322C"	"K20059"	"YOR322C"
"7284-YOR323C"	"K00147"	"YOR323C"
"7285-YOR324C_NumOfGenes_2"	""	NA
"7286-YOR326W"	"K10357"	"YOR326W;YAL029C"
"7287-YOR327C"	"K08513"	"YAL030W;YOR327C"
"7288-YOR328W"	""	NA
"7289-YOR329C"	""	NA
"7290-YOR329W-A"	""	NA
"7291-YOR330C"	"K02332"	"YOR330C"
"7292-YOR332W_NumOfGenes_2"	"K02150"	"YOR332W"
"7293-YOR334W_NumOfGenes_2"	"K16075"	"YOR334W;YPL060W"
"7294-YOR335C_NumOfGenes_2"	"K01872"	"YOR335C"
"7295-YOR336W"	"K11718"	"YOR336W"
"7296-YOR337W"	""	NA
"7297-YOR338W"	""	NA
"7298-YOR339C"	"K06688"	"YOR339C"
"7299-YOR340C"	"K03004"	"YOR340C"
"7300-YOR341W"	"K02999"	"YOR341W"
"7301-YOR342C"	""	NA
"7302-YOR343C"	""	NA
"7303-YOR344C"	"K09074"	"YOR344C"
"7304-YOR346W_NumOfGenes_2"	"K03515"	"YOR346W"
"7305-YOR347C"	"K00873"	"YAL038W;YOR347C"
"7306-YOR348C"	"K16261"	"YDR160W;YDR508C;YBR068C;YBR069C;YBR132C;YEL063C;YCL025C;YFL055W;YGR191W;YKR039W;YLL061W;YNL268W;YNL270C;YOL020W;YOR348C;YPL265W;YPL274W"
"7307-YOR349W"	"K21767"	"YOR349W"
"7308-YOR350C"	""	NA
"7309-YOR351C"	"K12776"	"YOR351C"
"7310-YOR352W"	""	NA
"7311-YOR353C"	""	NA
"7312-YOR354C"	""	NA
"7313-YOR355W"	""	NA
"7314-YOR356W"	"K00311"	"YOR356W"
"7315-YOR357C"	"K17918"	"YOR357C"
"7316-YOR358W"	""	NA
"7317-YOR359W"	""	NA
"7318-YOR360C"	"K01120"	"YOR360C;YGL248W"
