"Abbreviation"	"Description"	"Reaction"	"Description_new"	"GPR"	"Lower bound"	"Upper bound"	"Objective"	"EC Number"	"References"	"KEGG ID"	"Subsystem_new"	"Subsystem_early_version"	"system_consistence"	"reaction_early_version"	"subsystem_consistence"	"reaction_consistence"
"r_1770"	"fatty acid transport"	"s_0595[c]  <=> s_0600[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"decanoate[c]  <=> decanoate[p]"	TRUE	FALSE
"r_1771"	"fatty acid transport"	"s_1065[c]  <=> s_1070[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"laurate[c]  <=> laurate[p]"	TRUE	FALSE
"r_1772"	"fatty acid transport"	"s_1161[c]  <=> s_1166[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"myristate[c]  <=> myristate[p]"	TRUE	FALSE
"r_1774"	"fatty acid transport"	"s_1286[c]  <=> s_1291[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"palmitate[c]  <=> palmitate[p]"	TRUE	FALSE
"r_1775"	"fatty acid transport"	"s_1293[c]  <=> s_1298[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"palmitoleate[c]  <=> palmitoleate[p]"	TRUE	FALSE
"r_1776"	"fatty acid transport"	"s_1248[c]  <=> s_1253[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"octanoate[c]  <=> octanoate[p]"	TRUE	FALSE
"r_1777"	"myristate (n-C14:0) transport"	"s_1163[e]  <=> s_1161[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"myristate[e]  <=> myristate[c]"	TRUE	FALSE
"r_1788"	"fecosterol exchange"	"s_0702[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"fecosterol[e]  ->"	TRUE	FALSE
"r_1790"	"FMN adenylyltransferase"	"s_0437[m] + s_0716[m] + s_0799[m]  -> s_0636[m] + s_0688[m]"	"         "	"YDL045C"	"0"	"1000"	"0"	NA	NA	NA	"riboflavin metabolism ( sce00740 )"	"riboflavin metabolism ( sce00740 )"	TRUE	"ATP[m] + FMN[m] + H+[m]  -> diphosphate[m] + FAD[m]"	TRUE	FALSE
"r_1791"	"FMN exchange"	"s_0715[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"FMN[e]  ->"	TRUE	FALSE
"r_1792"	"folic acid exchange"	"s_0720[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"folate[e]  ->"	TRUE	FALSE
"r_1793"	"formate exchange"	"s_0723[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"formate[e]  ->"	TRUE	FALSE
"r_1794"	"formate transport"	"s_0724[m]  -> s_0722[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"formate[m]  -> formate[c]"	TRUE	FALSE
"r_1795"	"formate transport"	"s_0723[e]  <=> s_0722[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"formate[e]  <=> formate[c]"	TRUE	FALSE
"r_1796"	"formate transport"	"s_0726[e]  <=> s_0725[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"fumarate[e]  <=> fumarate[c]"	TRUE	FALSE
"r_1797"	"fructose-1-phosphate kinase"	"s_0434[c] + s_0556[c]  -> s_0394[c] + s_0555[c] + s_0794[c]"	"         "	NA	"0"	"1000"	"0"	NA	NA	NA	"fructose and mannose metabolism ( sce00051 )"	"fructose and mannose metabolism ( sce00051 )"	TRUE	"ATP[c] + D-fructose 1-phosphate[c]  -> ADP[c] + D-fructose 1,6-bisphosphate[c] + H+[c]"	TRUE	FALSE
"r_1798"	"fumarate exchange"	"s_0726[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"fumarate[e]  ->"	TRUE	FALSE
"r_1800"	"gamma-aminobutyrate exchange"	"s_0736[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"gamma-aminobutyrate[e]  ->"	TRUE	FALSE
"r_1801"	"GDP transport"	"s_0740[g]  <=> s_0739[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, golgi]"	"transport [cytoplasm, golgi]"	TRUE	"GDP[g]  <=> GDP[c]"	TRUE	FALSE
"r_1802"	"GDP transport"	"s_0739[c]  <=> s_0742[n]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, nucleus]"	"transport [cytoplasm, nucleus]"	TRUE	"GDP[c]  <=> GDP[n]"	TRUE	FALSE
"r_1803"	"GDP-alpha-D-mannose transport"	"s_0743[c]  <=> s_0744[g]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, golgi]"	"transport [cytoplasm, golgi]"	TRUE	"GDP-alpha-D-mannose[c]  <=> GDP-alpha-D-mannose[g]"	TRUE	FALSE
"r_1805"	"glucose transport, vacuolar"	"s_0563[c]  <=> s_0566[v]"	"   "	"( YBR241C or YGL104C )"	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, vacuole]"	"transport [cytoplasm, vacuole]"	TRUE	"D-glucose[c]  <=> D-glucose[v]"	TRUE	FALSE
"r_1806"	"glutathione disulfide exchange"	"s_0755[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"glutathione disulfide[e]  ->"	TRUE	FALSE
"r_1807"	"glutathione exchange"	"s_0751[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"glutathione[e]  ->"	TRUE	FALSE
"r_1808"	"glycerol exchange"	"s_0766[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"glycerol[e]  ->"	TRUE	FALSE
"r_1809"	"glycerol-3-phosphate shuttle"	"s_0767[c]  <=> s_0770[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	"22672422"	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"glycerol 3-phosphate[c]  <=> glycerol 3-phosphate[m]"	TRUE	FALSE
"r_1810"	"L-glycine exchange"	"s_1004[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-glycine[e]  ->"	TRUE	FALSE
"r_1811"	"glycine transport"	"s_1003[c]  <=> s_1005[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"L-glycine[c]  <=> L-glycine[m]"	TRUE	FALSE
"r_1812"	"glycoaldehyde transport"	"s_0775[c]  <=> s_0777[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"glycolaldehyde[c]  <=> glycolaldehyde[m]"	TRUE	FALSE
"r_1813"	"glycoaldehyde transport"	"s_0776[e]  <=> s_0775[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"glycolaldehyde[e]  <=> glycolaldehyde[c]"	TRUE	FALSE
"r_1814"	"glycolaldehyde exchange"	"s_0776[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"glycolaldehyde[e]  ->"	TRUE	FALSE
"r_1815"	"glyoxylate exchange"	"s_0780[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"glyoxylate[e]  ->"	TRUE	FALSE
"r_1816"	"glyoxylate transport"	"s_0779[c]  <=> s_0780[e]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"glyoxylate[c]  <=> glyoxylate[e]"	TRUE	FALSE
"r_1817"	"glyoxylate transport"	"s_0779[c]  <=> s_0781[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"glyoxylate[c]  <=> glyoxylate[p]"	TRUE	FALSE
"r_1818"	"guanine exchange"	"s_0788[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"guanine[e]  ->"	TRUE	FALSE
"r_1819"	"guanine transport"	"s_0787[c]  <=> s_0789[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"guanine[c]  <=> guanine[m]"	TRUE	FALSE
"r_1820"	"guanosine exchange"	"s_0791[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"guanosine[e]  ->"	TRUE	FALSE
"r_1821"	"guanosine kinase"	"s_0434[c] + s_0790[c]  -> s_0394[c] + s_0782[c] + s_0794[c]"	"         "	NA	"0"	"1000"	"0"	NA	NA	NA	"purine metabolism ( sce00230 )"	"purine metabolism ( sce00230 )"	TRUE	"ATP[c] + guanosine[c]  -> ADP[c] + GMP[c] + H+[c]"	TRUE	FALSE
"r_1822"	"guanosine transport"	"s_0790[c]  -> s_0792[m]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"guanosine[c]  -> guanosine[m]"	TRUE	FALSE
"r_1823"	"guanosine transport"	"s_0791[e]  -> s_0790[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"guanosine[e]  -> guanosine[c]"	TRUE	FALSE
"r_1824"	"H+ diffusion"	"s_0796[e]  -> s_0794[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"H+[e]  -> H+[c]"	TRUE	FALSE
"r_1825"	"H+ diffusion"	"s_0794[c]  <=> s_0795[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, endoplasmic_reticulum]"	"transport [cytoplasm, endoplasmic_reticulum]"	TRUE	"H+[c]  <=> H+[er]"	TRUE	FALSE
"r_1826"	"H+ diffusion"	"s_0794[c]  <=> s_0797[g]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, golgi]"	"transport [cytoplasm, golgi]"	TRUE	"H+[c]  <=> H+[g]"	TRUE	FALSE
"r_1827"	"H+ diffusion"	"s_0794[c]  <=> s_0798[lp]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, lipid_particle]"	"transport [cytoplasm, lipid_particle]"	TRUE	"H+[c]  <=> H+[lp]"	TRUE	FALSE
"r_1829"	"H+ diffusion"	"s_0794[c]  <=> s_0800[n]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, nucleus]"	"transport [cytoplasm, nucleus]"	TRUE	"H+[c]  <=> H+[n]"	TRUE	FALSE
"r_1830"	"H+ diffusion"	"s_0794[c]  <=> s_0801[p]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, peroxisome]"	"transport [cytoplasm, peroxisome]"	TRUE	"H+[c]  <=> H+[p]"	TRUE	FALSE
"r_1831"	"H+ diffusion"	"s_0794[c]  <=> s_0802[v]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, vacuole]"	"transport [cytoplasm, vacuole]"	TRUE	"H+[c]  <=> H+[v]"	TRUE	FALSE
"r_1832"	"H+ exchange"	"s_0796[e]  <=>"	"  "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"H+[e]  <=>"	TRUE	FALSE
"r_1833"	"hexacosanoyl-CoA transport"	"s_0816[c]  <=> s_0817[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, endoplasmic_reticulum]"	"transport [cytoplasm, endoplasmic_reticulum]"	TRUE	"hexacosanoyl-CoA[c]  <=> hexacosanoyl-CoA[er]"	TRUE	FALSE
"r_1834"	"hexadecanal exchange"	"s_0826[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"hexadecanal[e]  ->"	TRUE	FALSE
"r_1835"	"hexadecanoate (n-C16:0) transport"	"s_1288[e]  <=> s_1286[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"palmitate[e]  <=> palmitate[c]"	TRUE	FALSE
"r_1836"	"hexadecenoate (n-C16:1) transport"	"s_1295[e]  <=> s_1293[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"palmitoleate[e]  <=> palmitoleate[c]"	TRUE	FALSE
"r_1837"	"L-histidine transport, mitochondrial"	"s_1006[c]  -> s_1008[m]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"L-histidine[c]  -> L-histidine[m]"	TRUE	FALSE
"r_1839"	"hydrogen peroxide transport"	"s_0837[c]  <=> s_0839[n]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, nucleus]"	"transport [cytoplasm, nucleus]"	TRUE	"hydrogen peroxide[c]  <=> hydrogen peroxide[n]"	TRUE	FALSE
"r_1840"	"hydroxymethylglutaryl-CoA transport"	"s_0218[c]  <=> s_0221[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"3-hydroxy-3-methylglutaryl-CoA[c]  <=> 3-hydroxy-3-methylglutaryl-CoA[m]"	TRUE	FALSE
"r_1841"	"hypoxanthine exchange"	"s_0844[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"hypoxanthine[e]  ->"	TRUE	FALSE
"r_1842"	"hypoxanthine transport"	"s_0844[e]  <=> s_0843[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"hypoxanthine[e]  <=> hypoxanthine[c]"	TRUE	FALSE
"r_1843"	"indol-3-ylacetaldehyde exchange"	"s_0851[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"indol-3-ylacetaldehyde[e]  ->"	TRUE	FALSE
"r_1844"	"indole-3-acetaldehyde transport"	"s_0850[c]  <=> s_0852[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"indol-3-ylacetaldehyde[c]  <=> indol-3-ylacetaldehyde[m]"	TRUE	FALSE
"r_1845"	"indole-3-acetaldehyde transport"	"s_0850[c]  <=> s_0851[e]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"indol-3-ylacetaldehyde[c]  <=> indol-3-ylacetaldehyde[e]"	TRUE	FALSE
"r_1846"	"indole-3-acetate transport"	"s_0853[c]  <=> s_0854[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"indole-3-acetate[c]  <=> indole-3-acetate[m]"	TRUE	FALSE
"r_1847"	"inosine exchange"	"s_0857[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"inosine[e]  ->"	TRUE	FALSE
"r_1848"	"inosine transport"	"s_0857[e]  -> s_0856[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"inosine[e]  -> inosine[c]"	TRUE	FALSE
"r_1849"	"inositol hexakisphosphate transport"	"s_1158[c]  <=> s_1159[n]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, nucleus]"	"transport [cytoplasm, nucleus]"	TRUE	"myo-inositol hexakisphosphate[c]  <=> myo-inositol hexakisphosphate[n]"	TRUE	FALSE
"r_1850"	"insosine kinase"	"s_0434[c] + s_0856[c]  -> s_0394[c] + s_0794[c] + s_0849[c]"	"         "	NA	"0"	"1000"	"0"	NA	NA	NA	"purine metabolism ( sce00230 )"	"purine metabolism ( sce00230 )"	TRUE	"ATP[c] + inosine[c]  -> ADP[c] + H+[c] + IMP[c]"	TRUE	FALSE
"r_1851"	"IPC transport"	"s_0895[g]  <=> s_0894[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide A (C24)[g]  <=> inositol-P-ceramide A (C24)[er]"	TRUE	FALSE
"r_1852"	"IPC transport"	"s_0901[g]  <=> s_0900[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide B (C24)[g]  <=> inositol-P-ceramide B (C24)[er]"	TRUE	FALSE
"r_1853"	"IPC transport"	"s_0907[g]  <=> s_0906[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide B' (C24)[g]  <=> inositol-P-ceramide B' (C24)[er]"	TRUE	FALSE
"r_1854"	"IPC transport"	"s_0913[g]  <=> s_0912[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide C (C24)[g]  <=> inositol-P-ceramide C (C24)[er]"	TRUE	FALSE
"r_1855"	"IPC transport"	"s_0919[g]  <=> s_0918[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide D (C24)[g]  <=> inositol-P-ceramide D (C24)[er]"	TRUE	FALSE
"r_1856"	"IPC transport"	"s_0898[g]  <=> s_0897[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide A (C26)[g]  <=> inositol-P-ceramide A (C26)[er]"	TRUE	FALSE
"r_1857"	"IPC transport"	"s_0904[g]  <=> s_0903[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide B (C26)[g]  <=> inositol-P-ceramide B (C26)[er]"	TRUE	FALSE
"r_1858"	"IPC transport"	"s_0910[g]  <=> s_0909[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide B' (C26)[g]  <=> inositol-P-ceramide B' (C26)[er]"	TRUE	FALSE
"r_1859"	"IPC transport"	"s_0916[g]  <=> s_0915[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide C (C26)[g]  <=> inositol-P-ceramide C (C26)[er]"	TRUE	FALSE
"r_1860"	"IPC transport"	"s_0922[g]  <=> s_0921[er]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [endoplasmic_reticulum, golgi]"	"transport [endoplasmic_reticulum, golgi]"	TRUE	"inositol-P-ceramide D (C26)[g]  <=> inositol-P-ceramide D (C26)[er]"	TRUE	FALSE
"r_1861"	"iron(2+) exchange"	"s_0925[e]  <=>"	"  "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"iron(2+)[e]  <=>"	TRUE	FALSE
"r_1862"	"isoamyl acetate exchange"	"s_0928[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"isoamyl acetate[e]  ->"	TRUE	FALSE
"r_1863"	"isoamyl alcohol transport"	"s_0929[c]  <=> s_0930[e]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"isoamylol[c]  <=> isoamylol[e]"	TRUE	FALSE
"r_1864"	"isoamyl alcohol transport"	"s_0929[c]  <=> s_0931[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"isoamylol[c]  <=> isoamylol[m]"	TRUE	FALSE
"r_1865"	"isoamylol exchange"	"s_0930[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"isoamylol[e]  ->"	TRUE	FALSE
"r_1866"	"isobutanol exchange"	"s_0933[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"isobutanol[e]  ->"	TRUE	FALSE
"r_1867"	"isobutyl acetate exchange"	"s_0936[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"isobutyl acetate[e]  ->"	TRUE	FALSE
"r_1868"	"isobutyl alcohol transport"	"s_0932[c]  <=> s_0933[e]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"isobutanol[c]  <=> isobutanol[e]"	TRUE	FALSE
"r_1869"	"isobutyl alcohol transport"	"s_0932[c]  <=> s_0934[m]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"isobutanol[c]  <=> isobutanol[m]"	TRUE	FALSE
"r_1870"	"isobutyraldehyde exchange"	"s_0938[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"isobutyraldehyde[e]  ->"	TRUE	FALSE
"r_1871"	"L-1-pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-hydroxyglutamate semialdehyde"	"s_0117[m] + s_0799[m] + s_0807[m]  -> s_0954[m]"	"       "	NA	"0"	"1000"	"0"	NA	NA	NA	"arginine and proline metabolism ( sce00330 )"	"arginine and proline metabolism ( sce00330 )"	TRUE	"1-pyrroline-3-hydroxy-5-carboxylic acid[m] + H+[m] + H2O[m]  -> L-4-hydroxyglutamic semialdehyde[m]"	TRUE	FALSE
"r_1872"	"L-2-amino-3-oxobutanoate decarboxylation (spontaneous)"	"s_0794[c] + s_0952[c]  -> s_0418[c] + s_0456[c]"	"       "	NA	"0"	"1000"	"0"	NA	NA	NA	"glycine, serine and threonine metabolism ( sce00260 )"	"glycine, serine and threonine metabolism ( sce00260 )"	TRUE	"H+[c] + L-2-amino-3-oxobutanoate[c]  -> aminoacetone[c] + carbon dioxide[c]"	TRUE	FALSE
"r_1873"	"L-alanine exchange"	"s_0956[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-alanine[e]  ->"	TRUE	FALSE
"r_1874"	"L-alanine transport"	"s_0957[m]  -> s_0955[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"L-alanine[m]  -> L-alanine[c]"	TRUE	FALSE
"r_1875"	"L-arabinitol exchange"	"s_0962[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-arabinitol[e]  ->"	TRUE	FALSE
"r_1876"	"L-arabinitol transport"	"s_0962[e]  <=> s_0961[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"L-arabinitol[e]  <=> L-arabinitol[c]"	TRUE	FALSE
"r_1877"	"L-arabinoase transport"	"s_0964[e]  <=> s_0963[c]"	"   "	NA	"-1000"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, extracellular]"	"transport [cytoplasm, extracellular]"	TRUE	"L-arabinose[e]  <=> L-arabinose[c]"	TRUE	FALSE
"r_1878"	"L-arabinose exchange"	"s_0964[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-arabinose[e]  ->"	TRUE	FALSE
"r_1879"	"L-arginine exchange"	"s_0966[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-arginine[e]  ->"	TRUE	FALSE
"r_1880"	"L-asparagine exchange"	"s_0970[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-asparagine[e]  ->"	TRUE	FALSE
"r_1881"	"L-aspartate exchange"	"s_0974[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-aspartate[e]  ->"	TRUE	FALSE
"r_1882"	"L-carnitine transport"	"s_0023[m]  -> s_0021[c]"	"   "	NA	"0"	"1000"	"0"	NA	NA	NA	"transport [cytoplasm, mitochondrion]"	"transport [cytoplasm, mitochondrion]"	TRUE	"(R)-carnitine[m]  -> (R)-carnitine[c]"	TRUE	FALSE
"r_1883"	"L-cysteine exchange"	"s_0982[e]  ->"	"  "	NA	"0"	"1000"	"0"	NA	NA	NA	"exchange reaction"	"exchange reaction"	TRUE	"L-cysteine[e]  ->"	TRUE	FALSE
